text_segment,articles,compliance
The company did not comply with measures imposed by the Data Protection Authority.,Article 31 - Cooperation with the supervisory authority,non-compliant
"An online credit agency transferred an undue credit claim to a debt collecting agency, providing the agency with the subject’s email address. However, the debt collecting agency sent emails to the company where the subject worked. This institutional email was accessible by all employees of that company. The online credit agency had not provided these emails.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The Lands Authority had a data breach where 10 GB worth of personal data was publicly accessible on the internet. The data contained sensitive information about data subjects. The Data Protection Commissioner might issue a fine of 25.000 Euros for each of the violations (data breaches).,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A customer complained that the company had processed their personal data without their consent because an email was sent to them on behalf of a company regarding the purchase of a service that was actually not bought by the respective individual. The personal details of the individuals were incorporated into Vodafone España&#8217;s systems without the consent of that individual. Initially, the fine was determined to be €100,000 but was reduced to €60,000.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company had allowed for personal data belonging to clients (including copies of the driver’s license) to be publicized online. Apparently, unauthorized access was detected, and the fault lies with the inappropriate security measures.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"Vodafone Romania adopts robust security measures and trains its staff in proper data handling. In case of a complaint or error in data processing, the company has a protocol to quickly rectify the situation and ensure the correct handling of client data.",Not Specified,compliant
"An AI development company maintains transparency in their data processing practices, clearly informing users how their data is used in AI systems.",Not Specified,compliant
An online banking service employs strong user access controls and multi-factor authentication to protect clients' personal and financial data.,Not Specified,compliant
A digital media company regularly reviews and updates its data protection policies to ensure ongoing compliance with GDPR.,Not Specified,compliant
"A market research firm designs surveys in a way that only collects necessary data, explicitly asking for consent and providing clear information about the use of the data.",Not Specified,compliant
A market research firm uses advanced anonymization techniques to ensure that the personal data used in their analyses cannot be traced back to any individual.,Not Specified,compliant
An employee requested access to his personal data from his employer. The request was partially completed and delayed without justification.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"The municipality had employed insufficient security measures in protecting its computer systems. As a result, personal data related to more than 35.000 individuals became publicly accessible. In the case of a few schools, anyone could access information related to the staff, the pupils, and the employees of the school. Moreover, the municipality has received warnings about the weakness of its security measures before but chose not to do anything.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The medical centers unlawfully processed personal data of the subject G.B. Software was used to generate the registration form for changing the GP, and it went ahead to the Regional Health Insurance Fund. After it arrived at another medical center, it was concluded that all parts had taken part in the unlawful processing of data.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The data was processed inadequately, in inobservance with the data minimization and storage limitation principles of the GDPR. This means the data that was processed went beyond the relevant needs for the purpose of the processing, while also being kept in a form that permits the identification of data subjects longer than it is necessary for the purpose of the processing.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"An online retailer offers a user-friendly interface for customers to easily access, review, and manage their personal data, adhering to GDPR's right to access.",Not Specified,compliant
"A municipal administration implements robust encryption for all its computers, especially those containing residents' personal identification numbers. In the event of theft or loss, the data remains inaccessible due to strong encryption measures.",Not Specified,compliant
"While the trial hasn’t ended yet, the ICO intends to fine the company. This is in accordance with Art. 32 of the GDPR, which the company allegedly infringed in a cyber-incident in November 2018. The incident involved the public exposal of personal records belonging to over 339 million people, out of which 31 million were residents of the European Economic Area. This vulnerability is believed to have been present in the Starwood hotels group, which Marriott International acquired. Due to the inappropriate and insufficient attention paid to the security of the systems, the ICO believes a fine is in order.<strong>Notice:</strong> Marriott is facing a fine of €110,390,200, but this is not yet final. As such, it’s not included in our statistics dashboard.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
Not available.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The Federal Commissioner for Data Protection and Freedom of Information (BfDI) ha repeatedly requested the company to appoint a data protection officer in accordance with Article 37 GDPR but even so, Rapidata GmbH refused to do so. The company was fined with €10,000.",Article 37 - Designation of the data protection officer,non-compliant
"The company was fined because it processed personal data in regards to a gas contract without the applicants&#8217; consent. The investigation revealed that the applicant received an invoice for the supplying of natural gas, a contract which they didn&#8217;t sign. EDP Comercializadora argued that since the applicant had a contract with another gas company with which EDP Comercializadora had a collaboration agreement, it was justified to process the personal data of the respective individuals. The AEPD, however, ruled that the company was required to receive permission directly from the affected individuals to process personal data.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The private company was fined for having breached the information obligation in the case of personal data of several entrepreneurs. The data was taken from public sources (Central Electronic Register and Information on Economic Activity) and used for commercial purposes. In accordance with Art. 14(1) – (3) of the GDPR, the company was obligated to inform all the individuals concerned about the data processing. However, the company informed only those individuals for whom it had email addresses. For the rest, the high operational costs made them ignore the information obligation.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
BD was fined with €511 because it failed to provide access to information which the national DPA requested in order to resolve a complaint.,Article 31 - Cooperation with the supervisory authority,non-compliant
"The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"An advertising agency adopts a consent-based approach for behavioral advertising, ensuring users are clearly informed and consent is obtained before tracking their online activities.",Not Specified,compliant
The marketing staff of the health insurance company Menzis had access to patients&#8217; data.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Not available,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"A sales company includes data protection compliance as a key performance metric for its employees, promoting a culture of privacy and security.",Not Specified,compliant
"The company sold a card that was constantly tracked through GPS. The owner found this out and reported it since the company had no information related to this GPS tracking. The Czech Data Protection Authority decreed that this was a violation of Art. 5 (1) of the GDPR, and issued a fine.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The subjects had not been informed about the data processing, and the data controllers had not complied with the principle of purpose limitation.","Articles 6 - Lawfulness of processing , Article 13 - Information to be provided where personal data are collected from the data subject",non-compliant
A nursing care organization failed to act on a request by a data subject to receive access to their data with the scope of erasing it.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"A software development company conducts a Data Protection Impact Assessment (DPIA) for each new project, assessing risks to personal data and implementing necessary safeguards.",Not Specified,compliant
An employee requested access to his personal data from his employer. The request was partially completed and delayed without justification.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"A health clinic requires all employees to sign confidentiality agreements regarding patient data, reinforcing the importance of data privacy and GDPR compliance.",Not Specified,compliant
"The municipality had employed insufficient security measures in protecting its computer systems. As a result, personal data related to more than 35.000 individuals became publicly accessible. In the case of a few schools, anyone could access information related to the staff, the pupils, and the employees of the school. Moreover, the municipality has received warnings about the weakness of its security measures before but chose not to do anything.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The Company did not have the appropriate organizational measures in place that would allow data subjects to withdraw their consent to the processing of personal data. Moreover, the data subjects also couldn’t easily request the deletion of their personal data.",Not Specified,non-compliant
"Two Belgian politicians, a city councilor and a mayor have been fined €5,000 each for sending out campaign emails to recipients who have not consented to receive such emails.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Postal advertisements and commercial offers were sent by Jocker Premium Invex to a registrant to a local census, even though the registrant did not consent to receive such advertisements and offers.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Vodafone España has signed a contract regarding the transfer of a phone subscription with a third party person without the account holder&#8217;s knowledge or permission. The account holder received an email from the third party regarding the purchase that was made in his name.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
A cloud storage provider clearly informs users about the transfer of data to third-party countries and the safeguards in place to protect their data.,Not Specified,compliant
An insurance company has established detailed incident management and reporting procedures to handle any potential data breaches effectively and in compliance with GDPR timelines.,Not Specified,compliant
"After a serious investigation, the DDPA surmised that the Hague Hospital failed to provide the appropriate security measures for possession of patient records. This investigation had started following several events when multiple staff hospital members had checked the personal data of a Dutch person. Measures were taken, and the hospital was warned – it would have to update its security measures by the 2nd of October 2019 or it would incur e penalty of 100.000 EUR every two weeks.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A law firm implements secure methods for destroying obsolete or unnecessary client data, in compliance with GDPR's data minimization and storage limitation principles.",Not Specified,compliant
"The police officer acted outside the boundaries of the law when he used the Central Traffic Information System to find out the personal data of the license plate of an unknown person. Moreover, he then proceeded with a SARS inquiry, gathering personal data of the injured parties (mobile and home phone numbers). The police officer then contacted the wounded party. These actions were done outside his lawful prerogatives, and it is an infringement of personal data. However, he acted not in trying to exercise official duties but to satisfy personal inquiries. Therefore, the police department is not to blame.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The SOS Infertility Association failed to provide the necessary data to the data protection authority after it had unlawfully processed personal data of its clients.,Article 31 - Cooperation with the supervisory authority,non-compliant
"A retail chain clearly informs customers about how their data will be used in loyalty programs, ensuring transparency and obtaining explicit consent.",Not Specified,compliant
The company continued to send emails to individuals even after the affected individuals have requested to be removed from the company&#8217;s database or be added to a &#8220;no-contact&#8221; list.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company was fined because it processed personal data such as name, tax identification number, address and phone number without the consent of the affected individuals.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The data subject had demanded that his data be deleted from the Vodafone records in 2015, which the company agreed to and confirmed. However, he received more than 200 SMS messages in 2018, which Vodafone admitted it was a technical error on their part. They had performed tests, and the data subject’s phone number mistakenly appeared in various customer files. The fine was set at 27.000 Euros since Vodafone admitted to its mistake.",Article 46 - Transfers subject to appropriate safeguards,non-compliant
Corporacion de Radio y Television Espanola lost 6 USB sticks with unencrypted personal information and data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A soccer coach was fined for having covertly filmed female players while they were taking showers. This had taken place for many years.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A former employee of National Center of Addiction Medicine (&#8216;SAA&#8217;) received boxes that contained personal belongings that he supposedly left there but personal data and health records of 252 former patients and documents with the names of around 3,000 individuals who once participated in an alcohol and drug abuse rehabilitation program.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"Data leakage due to the inappropriate security and organizational measures of the company. Information related to more than 23.000 credits records belonging to more than 33.000 customers were made public. The data included names, ID numbers, biometric data, addresses, and copies of identity cards.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A software company employs proactive cybersecurity measures, including regular security audits and vulnerability assessments, to safeguard personal data against cyber threats.",Not Specified,compliant
The hospital was found to create fake doctor profiles for the personnel to unlawfully access patient data. The management system found 985 registered doctors when the hospital only had 296 doctors.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"An AI tech company provides clear information about how personal data is used in their machine learning algorithms, ensuring transparency and adherence to GDPR principles.",Not Specified,compliant
"An operator utilized an unfilled checkbox through which users could request that they do not receive any emails from the company. Since they couldn’t do that, they continued receiving information via email.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
A company was fined with €511 because it refused to give access to the personal data of an employee who submitted an application to receive access to their personal data.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
"The Company failed to observe Art.14 of the GDPR, which states that the data controller must inform the data subject of the processing of personal data. The DPA has stated that Bisnode has three months to notify a total of 6 million people of this.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 7 - Conditions for consent",non-compliant
An online platform has a well-defined protocol for notifying the relevant authorities and users promptly in case of a data breach.,Not Specified,compliant
The company sent two SMS messages to a person informing them about the rate change of a contract as well as the purchase of a mobile phone. The customer did not consent to the processing of their personal data and Vodafone sent the text messages without prior written consent from the customer.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The Company experienced the data breach when it transferred the personal data of 18,610 customers to a partner organization. In doing so, the company allowed anyone to access the personal data because the “Anonymous Authentication” function was switched on. The data breach was active for two years.",Article 33 - Notification of a personal data breach to the supervisory authority,non-compliant
"The Romanian branch of ING Bank N.V. Amsterdam was fined with €80,000 due to not respecting data protection principles (privacy by design și privacy by default) by not implementing adequate technical measures to ensure the protection of personal data. As a consequence of this, a total of 225,525 had their transactions doubled on debit card payments during the period of 8-10 October 2018.This is one of the bigger fines in Romania, but it&#8217;s interesting to note that for similar offenses in other countries fines of over several millions of Euros are usually awarded. This denotes again the fact that different countries have different approaches to GDPR enforcement.",Article 5 - Principles relating to processing of personal data,non-compliant
"Website affiliated with the Movimento 5 Stelle, an Italian political party, had a data breach in 2017. Rousseau, the data processor running these websites, had insufficient security measures in place. Garante, the Italian Data Protection Authority, issued a request to update these measures and the privacy information notice, for more transparency on the processing of data. The information issue was completed on time. However, Rousseau failed to adopt new security measures, and it was fined by Garante.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
A private person unlawfully used CCTV cameras. The AEPD revealed that the CCTC camera system used by the individual for home protection also filmed part of a public space.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
A small business regularly updates its computer systems with the latest security patches to protect against vulnerabilities that could compromise customer data.,Not Specified,compliant
"A private individual complained that the company had used their personal data that included their first and last name, address and VAT number in order to open an electricity supply contract. The individual was a former customer of the company, and as such the company was not allowed anymore to reuse the former customer&#8217;s data without their permission.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The Spanish Data Protection Authority explained that the school had transferred pictures of students to third parties who then posted those pictures online.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Due to technical errors, the personal data of 8.000 customers wasn&#8217;t deleted upon request",Article 5 - Principles relating to processing of personal data,non-compliant
"The claimant was charged for a Netflix subscription that they had not requested. The claimant proved that the Netflix subscription was created by a different person who obtained the personal details of the claimant from Vodafone. The AEPD argued that the claimant did not consent to be charged the Netflix subscription, and as such had fined Vodafone with €40,000.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
A person was charged by the phone operator Telefónica for a telephone service that they never requested and owned. This happened because the bank account of the affected person was linked to the Telefónica profile of another person and as such the fees for the service were deduced from the affected person&#8217;s account. The AEDP ruled that this was against the principles described by article 5 of GDPR.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A printed checklist used to verify the attendance of breakfast customers (approx. 46 clients) was photographed by unauthorized people. As a result, the personal data of those clients was disclosed to the public. The operator working for the hotel was sanctioned because of insufficient security measures.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
Ikea Ibérica was found to have installed cookies on a customer&#8217;s device without asking for permission.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"ENDESA erroneously charged the claimant’s bank account, as the beneficiary of the energy supply company’s services was a third party. Upon request of the claimant that her data be deleted, ENDESA handled the data improperly and mistakenly sent it to the third party. Therefore, the AEPD considered that ENDESA had breached the confidentiality principle. It’s worth noting that the third party had been given a 2-year restraining order regarding the data subject.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"Enel Energie sent a client an email that contained the personal information of another client, failing to employ the necessary organizational and technical measures.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) was fined a total of €525,000 for selling the personal data of more than 350,000 of its members to sponsors. The sponsors have then contacted some of these individuals by email and telephone for marketing purposes. Personal data sold included the name, gender, and address of various individuals. No consent was obtained from the affected individuals beforehand. The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) argued that it had a legitimate interest to sell this data, and as such did not commit a GDPR breach. The Dutch Data Protection Authority, however, rejected this and ruled that KNLTB had no legal basis to sell the personal data of its members to third parties.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The employer complained that the former company where he/she worked for refused to delete personal information posted on Facebook. Even after the termination of the employment contract, the company did not delete the personal information of the former employee.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"An individual reported that at the time of their admission to the hospital they had to fill in a form that had a checkbox that indicated that if the checkbox is not ticked, the hospital can transfer the person&#8217;s private data to third parties. The data protection authority argued that this form was not in accordance with the GDPR because consent was to be obtained from the inactivity of the affected person.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The data controllers had overextended his authority to collect unwarranted information about the clients. Moreover, a data breach took place from 09-10 July 2018, when payment data was made available on the internet. Moreover, the data controllers had not reported the data breach.","Articles 31 - Cooperation with the supervisory authority, Article 32 - Security of processing, Article 13 - Information to be provided where personal data are collected from the data subject",non-compliant
The company was not able to prove that an individual had given them consent to access and process their personal data with the goal of opening a telephone contract. The AEPD further explained that the company unlawfully disclosed the affected person&#8217;s personal data to third party credit agencies.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A law firm establishes clear data retention policies, specifying how long client data is kept and ensuring its deletion after the retention period.",Not Specified,compliant
"A telecommunications company conducts regular assessments of their vendors to ensure they comply with GDPR standards, especially in handling customer data.",Not Specified,compliant
"The Company sent marketing messages to over 2.5 million customers without their consent. The marketing message encouraged data subjects the &#8220;My EE&#8221; app to manage their accounts. Furthermore, the Company sent another batch of marketing messages to other customers afterward.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 7 - Conditions for consent",non-compliant
"Applications that were received from Slovak citizens requesting social benefits were sent to foreign authorities by post. These were lost, which resulted in all the personal details of the affected people to become public, including their physical addresses.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"This fine was apparently withdrawn. The case concerned the Kolibri Image who lodged a complaint that a service provider did not want to sign a processing agreement. Afterward, the Kolibri Image was fined because it didn’t have any processing agreement with the service provider. However, the company argued that the service provider was not a processor, and therefore the fine was unreasonable and unwarranted.",Article 7 - Conditions for consent,non-compliant
A data breach was not notified in time and the affected subjects were not made aware.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"Leave.EU subscriber emails contained marketing ads related to the GoSkippy services of the Eldon Insurance firm. The data subjects did not give their consent to this, hence the fine issued by the ICO.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 7 - Conditions for consent",non-compliant
The company did not ensure the accuracy of the processing of personal data. This resulted in the disclosure of a client&#8217;s personal data to a different client.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The personal data of a customer was disclosed to a different customer through SMS. The original fine of €50,000 was reduced to €20,000.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The Lands Authority had a data breach where 10 GB worth of personal data was publicly accessible on the internet. The data contained sensitive information about data subjects. The Data Protection Commissioner might issue a fine of 25.000 Euros for each of the violations (data breaches).,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A former employee of National Center of Addiction Medicine (&#8216;SAA&#8217;) received boxes that contained personal belongings that he supposedly left there but personal data and health records of 252 former patients and documents with the names of around 3,000 individuals who once participated in an alcohol and drug abuse rehabilitation program.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
An insurance company sent advertising emails to clients without the necessary consent.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"An individual reported that at the time of their admission to the hospital they had to fill in a form that had a checkbox that indicated that if the checkbox is not ticked, the hospital can transfer the person&#8217;s private data to third parties. The data protection authority argued that this form was not in accordance with the GDPR because consent was to be obtained from the inactivity of the affected person.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Not available.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
The company did not comply with measures imposed by the Data Protection Authority.,Article 31 - Cooperation with the supervisory authority,non-compliant
The data subject was not given access to CCTV recordings and was not informed that he could complain to the supervisory authority about the data controller’s refusal to retain the recordings.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A manufacturer of IoT devices incorporates strong encryption and privacy controls to protect user data, addressing GDPR compliance from the design stage.",Not Specified,compliant
The store was fined because it installed video surveillance that also took images of the sidewalk in front of it and invaded pedestrians&#8217; privacy.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
The store was fined because it installed video surveillance that also took images of the sidewalk in front of it and invaded pedestrians&#8217; privacy.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The bank did not provide its customers with copies of credit documentation (interest changes reviews, repayment plans, and loan agreement annexes) in the period from May 2018 to April 2019. In this sense, the bank went ahead and argued that its decision was the right one since the documentation would be related to repaid loans, which a customer shouldn&#8217;t have the right to access. A data subject alerted the DPA, which demanded that the bank provide copies of the loan documentation to the data subject. The DPA fined the bank (a specific sum is still unknown) taking into consideration the financial institution&#8217;s continued refusal for over a year to deny the right of access to such documentation to over 2.500 customers.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
The company TODOTECNICOS24H collected personal data without accurate information regarding the collection of this data.,"Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"The fine was issued after a complaint alleging that Enel Energie had processed an individual&#8217;s personal data and that the natural gas and electricity company was unable to prove it obtained the individual&#8217;s consent to send email notifications. The national data protection authority also explained that the company had not taken the required measures to stop the transmission of the email notifications even after the affected person had made a request to this end. The company was fined two times €3,000.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A computer that belonged to the administration of the municipality was stolen. The computer was not encrypted and it included the personal identification numbers of 20,620 residents.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The fine was issued because, in April 2019, the company hadn’t taken the necessary measures to ensure the integrity and confidentiality of information (as per Art. 5 para. 1 lit. f GDPR) when it disposed of documents that contained personal information of two clients. We should mention that the documents were simply disposed of in the general waste recycling system where they were found by a neighbor.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The company installed video surveillance in order to monitor employee activity. The problem arose from the fact that some cameras were installed in the locker rooms where the staff kept their spare clothes and regularly used to get dressed and undressed.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"A credit scoring agency applies strict restrictions on data profiling activities to ensure they do not unfairly discriminate against individuals, in line with GDPR requirements.",Not Specified,compliant
"The telecom company 1&#038;1 Telecom GmbH was fined with €9,550,000 after it came to light that sensitive customer information could be obtained by phone by anyone by just telling a client&#8217;s name and date of birth. This could have permitted anyone to obtain the personal information of any customer in case they knew their name and date of birth. The BfDI considered that the company failed to implement the necessary technical measures to ensure the protection of personal data. The BfDI further revealed that the fine was intended to be much larger but was eventually decreased due to the cooperation of the company during the investigation.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"Because of insufficient data security mechanisms, a digital publication accidentally disclosed personal health data related to several subjects.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"This fine was apparently withdrawn. The case concerned the Kolibri Image who lodged a complaint that a service provider did not want to sign a processing agreement. Afterward, the Kolibri Image was fined because it didn’t have any processing agreement with the service provider. However, the company argued that the service provider was not a processor, and therefore the fine was unreasonable and unwarranted.",Article 7 - Conditions for consent,non-compliant
"Despite the clear refusal of telemarketing calls by the customers, the company proceeded to ignore this because of technical errors.",Article 5 - Principles relating to processing of personal data,non-compliant
A marketing agency thoroughly vets and monitors third-party data processors to ensure they comply with GDPR standards before sharing any personal data.,Not Specified,compliant
"A bank introduces automated systems that allow customers to easily rectify their personal data online, enhancing GDPR compliance.",Not Specified,compliant
A homeowners association used video surveillance CCTV without the proper information displayed in the affected areas. The Data Protection Authority also determined that inadequate technical measures were in place regarding the access and storage of personal data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"A university strengthens the security of its online student portals, including encryption and secure login processes, to protect students' personal and academic information.",Not Specified,compliant
A food company develops an applicant portal with full encryption for data transmission and storage. They implement password-protected security systems and avoid linking sensitive data to external search engines.,Not Specified,compliant
A private person unlawfully used CCTV cameras. The AEPD revealed that the CCTC camera system used by the individual for home protection also filmed part of a public space.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company collected data from multiple tenants without providing the option to remove that data once it was no longer required. This led to the company retaining personal data of tenants for years (salary statements, social security insurances, health insurances, tax insurances, bank statements). The Berlin Data Commissioner issued a fine of €14,500,000.",Article 5 - Principles relating to processing of personal data,non-compliant
"Three fined were issued on Hora Credit IFN SA because personal data of an individual was transmitted through email to a third party. The following investigation revealed that the company processed personal data without any means to validate the accuracy and authenticity of the data collected and processed. The operator also did not employ enough technical and organizational measures to protect the collected personal data. The case was made worse by the fact that the company did not notify the ANSPDCP after the data breach was discovered, as required by the law. The three fined issued were of €3,000, €10,000 and €1,000 for all the three issues of non-compliance discovered by the ANSPDCP.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Two companies working in finances didn’t follow the procedure when disposing of personal data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
The company was fined for sending marketing messages without consent. No measures were taken to permit phone users to block these messages and no measures were provided that would have allowed the contacted individuals to opt-out of receiving these messages.,"Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
Two companies working in finances didn’t follow the procedure when disposing of personal data.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
Improper information security measures in place.,"Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
Not available.,Article 46 - Transfers subject to appropriate safeguards,non-compliant
Iberdrola Clientes violated Article 13 of the GDPR when it showed a complete lack of cooperation with the AEPD. The latter had requested Iberdrola Clientes to provide the necessary information needed to add a person to the solvency list.,Not Specified,non-compliant
"A controller was sanctioned because he had unlawfully processed the personal data (CNP), and images of employees obtained through the surveillance system. The disclosure of the CNP in a report for the ISCIR training in 2018 wasn’t legal, as per Art.6 GDPR.","Article 14 - Information to be provided where personal data have not been obtained from the data subject, Article 6 - Lawfulness of processing",non-compliant
"Because of the inappropriate handling of personal data, more than 6 million individuals had their data hacked. This informational leak was a direct cause of the company&#8217;s security laxity.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
"The General Confederation of Labour emailed personal data of a complainant with the aim of organizing a meeting. This included the name, home address, relationship status, pregnancy status and the date of an ongoing harassment case. The email was sent to around 400 members of the organization with the affected individual&#8217;s consent.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The sports association published personal data related to judges who had received judicial licenses online. Moreover, the exact addresses and PESEL numbers of these judges became public. As the sports association acted outside the law, fines were in order. However, there were mitigating circumstances in that the sports association immediately noticed its mistakes and attempted to remove the data from the public domain. Still, these attempts were ineffective, and a penalty was issued. The 585 judges had suffered no damage because of this, so the penalty was adjusted by the president of the Office of Competition and Consumer Protection.","Article 35 - Data protection impact assessment, Article 6 - Lawfulness of processing",non-compliant
"The company was fined because of two reasons – the complete lack of security measures, and excessive data storage. Regarding the former reason, personal data, including health cards, IDs, divorce judgments, and account statements were available online with no authentication procedure. Moreover, the company breached the data storage deadline it had in place and kept clients&#8217; data for more than it should have.","Article 5 - Principles relating to processing of personal data, Article 32 - Security of processing",non-compliant
