text_segment,articles,compliance
Name of Company,Article 9 - Processing of special categories of personal data ,compliant
Contact information,Article 9 - Processing of special categories of personal data ,compliant
List of trademark(s) at issue and the country/countries in which it is registered,Article 9 - Processing of special categories of personal data ,compliant
The content in the advertisement that concerns you.,Article 9 - Processing of special categories of personal data ,compliant
"collect such information from those users registering as Community Users and/or User Editors.

notes and saves information such as time of day, browser type, browser language, and IP address with each query. 

That information is used to verify our records and to provide more relevant services to users. 

may use your IP address or browser language to determine which language to use when showing search results or advertisements.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"will use this information to return an estimated location. 

This information may then be used by  to develop new features, products or services. ",Article 5 - Principles relating to processing of personal data ,compliant
"By using the Services and our web site, you consent to the collection and use of your information as we have outlined in this policy and to our Terms of Service Policy. ",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
You may also choose to redact your previous edits. ,Article 17 - Right to erasure (right to be forgotten) ,compliant
"Personal information includes your name, street and e-mail addresses, billing information, click-through activity and any other personal information you may provide here.",Article 9 - Processing of special categories of personal data ,compliant
"In order to register to the site, registrants provide with personal information including name and e-mail address. ","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Each time a visitor comes to the Web site, our servers collect some basic technical information.",Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"We use cookies in a limited way to help deliver advertisements, to identify unique browsers that visit us and to track usage throughout our site.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
will conduct voluntary surveys of visitors to the site to obtain aggregate demographic information about them.,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"If you would like to remove your name and e-mail address from our registration database, you can send an e-mail requesting removal to ,and your account will be deleted.","Article 13 - Information to be provided where personal data are collected from the data subject , Article 17 - Right to erasure (right to be forgotten) ",compliant
"If you have any further questions or concerns, please send them to",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
1. Information Collected,Article 9 - Processing of special categories of personal data ,compliant
Personal Information That You Provide:,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"We collect Personal Information from you when you voluntarily provide such information

may collect the following information about you: name, address, zip code, telephone number and e-mail address. ","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Non-Identifiable Data: 

When you interact with through the Services, we receive and store certain personally non-identifiable information. 

may store such information itself or such information may be included in databases owned and maintained by affiliates, agents or service providers.
","Article 9 - Processing of special categories of personal data , Article 13 - Information to be provided where personal data are collected from the data subject , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Cookies: In providing the Services, we may use a technology called âcookies.â 

We may, or a third party may, place and recognize a unique cookie on your browser specifically to identify you for the purposes of providing you with customized ads or content across channels. 

If you'd like to opt-out of such collection and use of data. 

we may share with third parties data collected from your use of websites of End Customers with third parties, together with data collected by such third parties from other sources to cause advertisements to be targeted to you.Â ","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 21 - Right to object , Article 22 - Automated individual decision-making, including profiling , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"you can generally inform the web services that you do not want certain information about your webpage visits to be collected. 

You can also change the way your browser handles cookies. Already existing cookies can be deleted.

will use this information for the purpose of evaluating your use of the Site, compiling reports on website activity for website operators and providing other services relating to website activity and internet usage.

also transfer this information to third parties","Article 5 - Principles relating to processing of personal data , Article 15 - Right of access by the data subject , Article 17 - Right to erasure (right to be forgotten) , Article 21 - Right to object ",compliant
"Aggregated Personal Information: 
In an ongoing effort to better understand and serve the users of the Services, Privy often conducts research on its customer demographics, interests and behavior based on the Personal Information and other information provided to us. 


may share this aggregate data with its affiliates, agents and business partners. ","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 22 - Automated individual decision-making, including profiling ",compliant
"we and our affiliates may use your information to: (a) improve the content and functionality of the Services (b) better understand our users (c) improve our marketing and promotional efforts and customize the Services content, layout, and Services to better suit your needs and (c) resolve disputes, troubleshoot problems and enforce our Service Terms.",Article 5 - Principles relating to processing of personal data ,compliant
"may use your information to contact you in the future to tell you about services we believe will be of interest to you.

 will contain instructions permitting you to âopt-outâ of receiving future communications. 

if at any time you wish not to receive any future communications or you wish to have your name deleted from our mailing lists","Article 5 - Principles relating to processing of personal data , Article 17 - Right to erasure (right to be forgotten) , Article 21 - Right to object ",compliant
"We will take reasonable steps to update or correct Personal Information in our possession that you have previously submitted via the Services. 
You may contact us as follows:","Article 13 - Information to be provided where personal data are collected from the data subject , Article 15 - Right of access by the data subject ",compliant
"we automatically collect includes your domain name or Internet Protocol (IP) address, and statistical information about which web pages you visit. ",Article 9 - Processing of special categories of personal data ,compliant
"Personal information is collected only if an individual provides such information voluntarily through e-mail, registration forms, or surveys, for example. 

This information will be used to respond to the person or improve the web site.","Article 5 - Principles relating to processing of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"You may choose to provide personal information, as in e-mail with a comment or question. 

uses the information to improve service to you or to respond to you. 

","Article 5 - Principles relating to processing of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"provides people who provide personal information with an opportunity to review that information. 
Individuals who provide personal information are allowed to review the information and contest its accuracy or completeness.",Article 15 - Right of access by the data subject ,compliant
"collects personal information directly from individuals who volunteer to use some of our services. 

Collection of this information is required to deliver the specific services, but use of these services is voluntary.","Article 21 - Right to object , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"If you do nothing during your visit to the web site but browse or download information, automatically collects and stores the following information about your visit:",Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"A partial Internet Protocol address and domain name is collected, ",Article 9 - Processing of special categories of personal data ,compliant
The type of browser and operating system you used,Article 9 - Processing of special categories of personal data ,compliant
The city and zip code you used it from,Article 9 - Processing of special categories of personal data ,compliant
The web pages or services you accessed at this web site,Article 9 - Processing of special categories of personal data ,compliant
The web site you visited prior to coming to this web site,Article 9 - Processing of special categories of personal data ,compliant
" The web site you visit as you leave this web site, and",Article 9 - Processing of special categories of personal data ,compliant
"If you downloaded a form, the form that was downloaded.",Article 9 - Processing of special categories of personal data ,compliant
"If any individuals have any further questions about this privacy policy, they are encouraged to contact by email , by phone at  or by mail to:",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
At Reuters we collect different types of information about our visitors and consumers for four main reasons:,Article 5 - Principles relating to processing of personal data ,compliant
To provide personalised services unique to individual visitors and consumers.,Article 5 - Principles relating to processing of personal data ,compliant
To help us to monitor and improve the services we offer to you.,Article 5 - Principles relating to processing of personal data ,compliant
To sell advertising space on Reuters websites.,Article 5 - Principles relating to processing of personal data ,compliant
"Only with the consent of each consumer, to market our services to individual consumers.",Article 5 - Principles relating to processing of personal data ,compliant
Personal Information You Share With Us,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
Reuters collects Personal Information (PII) ONLY when you submit it to us,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"that collects First Name, Last Name, Email Address, Screen Name, Street Address, Zip/Postal Code/Location, and Country.

The only mandatory field above is email address when creating a Reuters account.","Article 9 - Processing of special categories of personal data , Article 21 - Right to object ",compliant
"We also ask optional profile questions that include, Investing Background, Risk Profile, Job Title, Job Function/Occupation, Industry, and no. of Staff/Company Size. 

None of which are required.","Article 9 - Processing of special categories of personal data , Article 21 - Right to object ",compliant
Survey is another way we gather information about our users. ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
The minimum information we need to register a consumer is an email address and a password.,"Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"We may also ask some further, voluntary questions during registration for certain services so we can gain a clearer understanding of our visitors and consumers. 

This also enables us to personalize services for our visitors and consumers.","Article 5 - Principles relating to processing of personal data , Article 21 - Right to object , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"automatically collects Non-Personally Identifiable Information (Non-PII) on all visitors and consumers interacting with our online services, including your IP address, browser type, operating geography, and pages visited.","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"If you access our Online Services from a mobile or other device, we may collect a unique device identifier assigned to that device (UDID"").""","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"offers a My Profile page where you can update your personal information at any time, ",Article 15 - Right of access by the data subject ,compliant
"will not share your personal information with others for marketing purposes unless you have given your permission. With your permission, we will only share your information with carefully chosen third parties.",Article 21 - Right to object ,compliant
use cookies and other similar anonymous tracking technologies,Article 9 - Processing of special categories of personal data ,compliant
use anonymous cookies for statistical purposes to track how many unique consumers we have and how often they visit the sites.,"Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
use registration cookies to track if registered consumers are logged in. ,Article 5 - Principles relating to processing of personal data ,compliant
"These third party cookies and web beacons are used for video recommendations, article recommendations, social sharing and other similar services and collect information such as your IP address, browser type, operating geography, and pages visited.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"and third party advertisers use cookies to collect anonymous statistical advertising data.  This may include whether a visitor has seen an advertisement and if so, how long ago, how many have seen the advertisement once and how many have seen it more than once.",Article 9 - Processing of special categories of personal data ,compliant
" Further information is available below, including how you can opt out of online behavioural advertising.",Article 21 - Right to object ,compliant
"You can turn cookies off, but if you do this, you may not be able to use some services",Article 21 - Right to object ,compliant
"allows us to deliver targeted advertising to visitors 

works by showing you advertisements which are based on the type of content you have been reading, and delivering advertisements which we believe may be of interest to you.","Article 22 - Automated individual decision-making, including profiling ",compliant
If you want to opt out of ,Article 21 - Right to object ,compliant
"If you would like to manage your advertising profile, interests and learn how to opt out of online behavioural advertising","Article 15 - Right of access by the data subject , Article 21 - Right to object ",compliant
is the Data Controller for data collected through sites,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
"In order for us to provide you with our services, including the Site and the Shop we are required to collect and process certain personal information about you and your activity.",Article 5 - Principles relating to processing of personal data ,compliant
"Processing of your âPersonal Dataâ is necessary for the performance of our contractual obligations towards you and providing you with our Service and the operation thereof, to protect our legitimate interests and for compliance with legal and regulatory obligations to which we are subject.",Article 5 - Principles relating to processing of personal data ,compliant
"When you use our Service, you consent to the collection, storage, use, disclosure and other uses of your Personal Information as described in this Privacy Policy.",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
We receive your Personal Data from various sources:,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
Registration Information ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
When you communicate with us ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
Third party information ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
Technical information,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"When you use our Service, you consent to ",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
What type of data we collect?,Article 9 - Processing of special categories of personal data ,compliant
Personal Data,Article 9 - Processing of special categories of personal data ,compliant
" we may collect certain Personal Data to provide and improve the Service, to contact or identify you, to enable you to access certain parts of the Service or as otherwise indicated in this Policy.",Article 5 - Principles relating to processing of personal data ,compliant
"When using our Service â our webserver will automatically collect your IP address, and unique online identifiers.","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"When you make a purchase on our Shop â you may also be required to provide us with further contact details, such telephone number, mailing and delivery address, zip code, and payment details such as credit card number, in order for us to be able to fulfil your order. ","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
When you subscribe to our newsletters â we will collect your email address.,"Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"When you send us an email â we will collect any information, including personal data that you choose to include in your inquiry to us.","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"We also collect data about the use of our Service and the characteristics and activities of users, in order to operate it and improve it. We may collect the following nonâPersonal Data:","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"Technical information â this includes data such as the browser you are using and its display settings, your operating system, device type, session start/stop time, time zone, network connection type (e.g., WiâFi, cellular), contacts, cookie information, your general location (city and country), phone call logs and general information regarding your online behavior (e.g. clicks, actions, search queries, installed apps, etc.).",Article 9 - Processing of special categories of personal data ,compliant
Information from third parties â this category includes information we receive from our business partners. ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"Provision of service â we will use the Personal Data you provide us for the provision and improvement of our Service, including for fulfilling your orders, providing customer support and to respond to your queries.",Article 5 - Principles relating to processing of personal data ,compliant
Service announcements - we will use your Personal Data to communicate with you and to keep you informed of our latest updates to our Service and offer you service offers.,Article 5 - Principles relating to processing of personal data ,compliant
"Marketing and advertising - We may use your Personal Data in the following ways: we may send you promotional material concerning our Service, or our partners' services, which we believe might interest you we may also display certain adverts on our Service, which we believe will be relevant for you. We make our best efforts to make sure you see only relevant ads and receive relevant communications from us, including but not limited to, by building an automated profile based on your Personal Data.",Article 5 - Principles relating to processing of personal data ,compliant
Optâout of receiving marketing materials - You may choose not to receive our promotional or marketing emails.,Article 21 - Right to object ,compliant
"If you do not want us to share your Personal Data for marketing purposes, you may optâout in accordance with this Optâout"" section.""",Article 21 - Right to object ,compliant
"You may also object to the use of your Personal Data for advertising purposes by disabling your cookies, as described in our Cookie Policy .",Article 21 - Right to object ,compliant
"Analytics, surveys and research 

we may conduct surveys or test features, and analyze the data we have to develop, evaluate and improve these features, all in order to improve our Service and think of new and exciting features for our users.",Article 5 - Principles relating to processing of personal data ,compliant
"Protecting our interests
we may use your Personal Data when we believe itâs necessary in order to take precautions against liabilities, investigate and defend ourselves against any third party claims or allegations, investigate and protect ourselves from fraud, protect the security or integrity of our services and protect the rights and property of Sportority, its users and/or partners.",Article 5 - Principles relating to processing of personal data ,compliant
"Enforcing of policies 

we may use your Personal Data in order to enforce our policies",Article 5 - Principles relating to processing of personal data ,compliant
"Compliance with legal and regulatory requirements 

we may use your Personal Data to investigate violations, and as required by law, regulation or other governmental authority, or to comply with a subpoena or similar legal process.",Article 5 - Principles relating to processing of personal data ,compliant
"Internal concerned parties - we share your information with companies in our group, as well as our employees, in order to provide you with our services.","Article 5 - Principles relating to processing of personal data , Article 13 - Information to be provided where personal data are collected from the data subject ",compliant
"Business partners - we share your information with business partners, such as the site in which our Service appears, storage and analytics providers who help us provide you with our service. ","Article 5 - Principles relating to processing of personal data , Article 13 - Information to be provided where personal data are collected from the data subject ",compliant
"Compliance with laws and law enforcement entities - we cooperate with government and law enforcement officials and private parties to enforce and comply with the law. We will disclose any data about you to government or law enforcement officials or private parties as we, in our sole discretion, believe necessary or appropriate to respond to claims and legal process (including but not limited to subpoenas), to protect our or a third party's property and rights, to protect the safety of the public or any person, or to prevent or stop any activity we may consider to be, or to pose a risk of being, illegal, unethical, inappropriate or legally actionable.","Article 5 - Principles relating to processing of personal data , Article 13 - Information to be provided where personal data are collected from the data subject ",compliant
Transfer of data outside the EEA,Article 45 - Transfers on the basis of an adequacy decision ,compliant
We will retain your Personal Data for as long as necessary to provide our Service,Article 5 - Principles relating to processing of personal data ,compliant
"Receive confirmation as to whether or not Personal Data concerning you is being processed, and access your stored Personal Data, together with supplementary information.",Article 15 - Right of access by the data subject ,compliant
"Receive a copy of Personal Data you directly volunteer to us in a structured, commonly used and machineâreadable format.",Article 20 - Right to data portability ,compliant
Request rectification of your Personal Data that is in our control.,Article 15 - Right of access by the data subject ,compliant
Request erasure of your Personal Data.,Article 17 - Right to erasure (right to be forgotten) ,compliant
Object to the processing of Personal Data by us.,Article 21 - Right to object ,compliant
Request to restrict processing of your Personal Data by us.,Article 18 - Right to restriction of processing ,compliant
Lodge a complaint with a supervisory authority.,Article 77 - Right to lodge a complaint with a supervisory authority ,compliant
please contact our Data Protection Officer (â DPO â) using the details below:,Article 37 - Designation of the data protection officer ,compliant
"CARFAX will collect your name, mailing address, email address, and payment card information

require you to create an account and provide an email address and password. 
may also require a Vehicle Identification Number (VIN) or license plate information to provide the relevant vehicle history information. 

If you submit a request for information on any CARFAX web sites, CARFAX will collect any information you submit in connection with your request, including but not limited to, name, email address, telephone number, and any personalized message included in your request. 

In addition, CARFAX may collect other information that you may submit in the course of searching for vehicles or creating an account such as zip code and/or type of vehicle viewed. 

If you call a toll-free telephone number provided on any CARFAX web site, CARFAX may record the call, as well as the date, time and length of your call and the phone number from which the call originated, along with other information that may be captured, and all such captured information may be used as described in this Privacy Statement.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 13 - Information to be provided where personal data are collected from the data subject , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"CARFAX may also allow you to (1) enter information regarding your vehicle, (2) share feedback related to third party products or services and (3) submit other content or materials through public postings on CARFAX web sites. ",Article 15 - Right of access by the data subject ,compliant
"may contain web beacons to collect data regarding user traffic patterns. 

use cookies to collect information about your computer hardware and software, including but not limited to, referring domains, the type of browser used, operating system software, screen resolutions, color capabilities, IP addresses and plug-ins. 

We may collect, or have a third party collect on our behalf, data on the number of visits, paths taken, time spent on web sites, how visitors use and navigate through the web sites.  

will help us improve the quality of our service. 

You may control the data being collected 

CARFAX may also collect (for itself or through a third party service provider) information about pages visited, vehicles researched and viewed and other similar information to create a better user experience and to serve targeted advertising.Â  

Such data may be collected and used by third party service provider.Â  

to opt out, please ","Article 5 - Principles relating to processing of personal data , Article 13 - Information to be provided where personal data are collected from the data subject , Article 15 - Right of access by the data subject , Article 21 - Right to object , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"If you permit CARFAX to access your geolocation information through any CARFAX web site, 

CARFAX may collect (or have a third party collect) and store information sufficient for address identification. 

CARFAX may use such geolocation information to identify your location and provide information regarding vehicles and dealerships in your then-current location. 

CARFAX may also use the information to provide notifications regarding other CARFAX products and services and other special offers and promotions related to the used car buying and ownership process. 

Your mobile device offers the ability to disable CARFAXâs access to your geolocation information at any time. ","Article 5 - Principles relating to processing of personal data , Article 21 - Right to object , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"If you choose to participate in CARFAX surveys while on CARFAX web sites you may be asked to provide other anonymous demographic information such as zip code, age, gender, preferences and interests.","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
CARFAX uses the information you provide to deliver services requested by you. ,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"We use information collected through cookies and web beacons to analyze usage, learn about users and deliver customized content and advertising and uncover ways in which we can improve CARFAX web sites and make them easier to use. 

Information provided by visitors to the CARFAX web sites who choose to complete user surveys helps us better understand how visitors to the CARFAX web sites are using CARFAX information and develop better products and services for you. 
","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
CARFAX may use your account login information to track your use across devices to provide a better experience on the CARFAXÂ  web sites.,"Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data ",compliant
"We maintain administrative, technical and physical safeguards against unauthorized access to the information CARFAX collects. ",Article 46 - Transfers subject to appropriate safeguards ,compliant
"If you submit a request for information through the CARFAX web sites, you agree that CARFAX may share the information you submit with third parties, as necessary to respond to your request. 

the information you provide may be shared with recipients. CARFAX may share with third parties","Article 13 - Information to be provided where personal data are collected from the data subject , Article 13 - Information to be provided where personal data are collected from the data subject ",compliant
"CARFAX uses third party service providers to perform various functions such as processing credit card transactions, analyzing data, serving advertisements and providing marketing assistance.",Article 5 - Principles relating to processing of personal data ,compliant
 opt out of ,Article 21 - Right to object ,compliant
"You may update or change the information pertaining to your account 
You may opt out of 
you may unsubscribe at any time 
If you choose to opt out ","Article 15 - Right of access by the data subject , Article 21 - Right to object ",compliant
"To opt out of 
You will be able to access and use ","Article 15 - Right of access by the data subject , Article 21 - Right to object ",compliant
"When you interact with us through the Site or other Services, we may collect Personal Information and other information from you",Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
Personal Information That You Provide:,Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"We collect Personal Information from you when you voluntarily provide such information, such as when you contact us with inquiries, subscribe to our or a Privy End Customerâs e-mail newsletter, register for access to the Services or use certain Services.

may collect the following information about you: name, address, zip code, telephone number and e-mail address. ","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Non-Identifiable Data: 
When you interact with Privy through the Services, we receive and store certain personally non-identifiable information.  

Such information, which is collected passively using various technologies, 


may store such information itself or such information may be included in databases owned and maintained by affiliates, agents or service providers.

We may use such information and pool it with other information to track","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 13 - Information to be provided where personal data are collected from the data subject , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Cookies:
 
Our cookies help provide additional functionality to the Services and help us analyze the Services usage more accurately.

 Certain information collected through the use of cookies may be used to serve you more relevant online advertisements by us or third parties. 

We may, or a third party may, place and recognize a unique cookie on your browser specifically to identify you for the purposes of providing you with customized ads or content across channels. 

The cookies may be linked to data you voluntarily submit to us, e.g., your email address, which we may share with a third party. 

If we share such Personal Information it will be in hashed, non-human readable form for security purposes only.

If you'd like to opt-out of such collection and use of data, 
","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 46 - Transfers subject to appropriate safeguards , Article 21 - Right to object , Article 22 - Automated individual decision-making, including profiling , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"you can generally inform the web services with which our Services integrate that you do not want certain information about your webpage visits to be collected.

Enabling âDo Not Trackâ in your web browser settings is an easy way to accomplish this. 

Already existing cookies can be deleted.

  uses cookies to help analyze how users use the Site. 

will use this information for the purpose of evaluating your use of the Site, compiling reports on website activity for website operators and providing other services relating to website activity and internet usage. 

may also transfer this information to third parties where required to do so by law, or where such third parties process the information on Googleâs behalf. ","Article 5 - Principles relating to processing of personal data , Article 17 - Right to erasure (right to be forgotten) , Article 21 - Right to object ",compliant
"Aggregated Personal Information: 

In an ongoing effort to better understand and serve the users of the Services,  

often conducts research on its customer demographics, interests and behavior based on the Personal Information and other information provided to us. 

may share this aggregate data with its affiliates, agents and business partners. 
may also disclose aggregated user statistics in order to describe our services to current and prospective business partners, and to other third parties for other lawful purposes.","Article 5 - Principles relating to processing of personal data , Article 22 - Automated individual decision-making, including profiling , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"In addition to the foregoing purposes, we and our affiliates may use your information to: (a) improve the content and functionality of the Services (b) better understand our users (c) improve our marketing and promotional efforts and customize the Services content, layout, and Services to better suit your needs and (c) resolve disputes, troubleshoot problems and enforce our Service Terms.","Article 5 - Principles relating to processing of personal data , Article 13 - Information to be provided where personal data are collected from the data subject ",compliant
"and its affiliates may use your information to contact you in the future to tell you about services we believe will be of interest to you. 

each communication we send you will contain instructions permitting you to âopt-outâ of receiving future communications. 

if at any time you wish not to receive any future communications or you wish to have your name deleted from our mailing lists, please contact us.","Article 17 - Right to erasure (right to be forgotten) , Article 21 - Right to object , Article 22 - Automated individual decision-making, including profiling ",compliant
"End Customers: If you enter your Personal Information in any Tool on an End Customerâs website, we may share such Personal Information with the applicable End Customer and such End Customerâs service providers.",Article 9 - Processing of special categories of personal data ,compliant
Related Companies: We may also share your Personal Information with our affiliates for purposes consistent with this Policy.,Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
"Agents, Consultants and Related Third Parties:

When we employ another company to perform a function of this nature, we only provide them with the information that they need to perform their specific function.",Article 13 - Information to be provided where personal data are collected from the data subject ,compliant
"Legal Requirements: Privy may disclose your Personal Information if required to do so by law or in the good faith belief that such action is necessary to (a) comply with a legal obligation, including lawful requests by public authorities, including to meet national security or law enforcement requirements, (b) protect and defend the rights or property of Privy, (c) act in urgent circumstances to protect the personal safety of users of the Services or the public, or (d) protect against legal",Article 5 - Principles relating to processing of personal data ,compliant
"takes reasonable steps to protect the Personal Information provided via the Services from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. ",Article 46 - Transfers subject to appropriate safeguards ,compliant
"We will take reasonable steps to update or correct Personal Information. 

You may contact us as follows: ","Article 13 - Information to be provided where personal data are collected from the data subject , Article 15 - Right of access by the data subject ",compliant
"Information You Manually Provide: 
collects the Personal Information you knowingly and manually provide when you use our Sites. 

if you register with , download a mobile or tablet application, and/or subscribe to our digital products and services, we may ask you to provide your name, email address, and other information.

when you enter contests you may be asked to provide your phone number so that we can reach you in the event you win a prize. 

We may also collect any Personal Information you submit on or through our Sites when you provide Feedback, comment on an article, or contact us with questions.","Article 5 - Principles relating to processing of personal data , Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"Information From Third-Party Social Media Platforms: 

the third party may also send us additional information from your profile",Article 14 - Information to be provided where personal data have not been obtained from the data subject ,compliant
"Information Sent to Us by Your Web Browser: 
We collect information that is sent to us automatically by your web browser.

This information typically includes your IP address, the identity of your Internet service provider, the name and version of your operating system, the name and version of your browser, the date and time of your visit, and the pages on our Sites that you visit. 
","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
"IP Addresses: 

if you have registered with our Sites, we may link your IP address to account information that identifies you personally. 
We may also provide your IP address to our thirdâparty service providers who can use it to identify information such as your state and zip code. 

If we suspect inappropriate or criminal activity or a threat to our Sites or their users, we may also share our server logsâwhich contain usersâ IP addressesâwith the appropriate investigative authorities, who could use that information to trace and identify individuals.","Article 9 - Processing of special categories of personal data , Article 14 - Information to be provided where personal data have not been obtained from the data subject ",compliant
